epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
124,1427.94,0.98721,0.6992,1.35046,0.94069,0.88894,0.93783,0.59588,1.08772,0.55415,1.46864,0.0079705,0.0079705,0.0079705
125,1439.35,0.95689,0.67812,1.32708,0.95818,0.90673,0.94903,0.62614,1.04928,0.53092,1.42807,0.007954,0.007954,0.007954
126,1450.77,0.98618,0.6791,1.34949,0.9447,0.88827,0.93434,0.62253,1.03488,0.52174,1.45156,0.0079375,0.0079375,0.0079375
127,1462.28,0.99038,0.69159,1.34905,0.94422,0.89493,0.93037,0.61619,1.03513,0.53362,1.45885,0.007921,0.007921,0.007921
128,1473.76,0.94188,0.65087,1.31235,0.94144,0.89843,0.93913,0.6314,1.01834,0.53598,1.42983,0.0079045,0.0079045,0.0079045
129,1485.21,0.98684,0.68272,1.35115,0.97084,0.89886,0.94854,0.63994,1.03136,0.54358,1.4488,0.007888,0.007888,0.007888
130,1496.69,0.95948,0.67274,1.32304,0.96783,0.88148,0.94147,0.62571,1.02671,0.52717,1.42095,0.0078715,0.0078715,0.0078715
131,1508.14,0.96973,0.66757,1.32601,0.97892,0.89399,0.94095,0.62937,1.01757,0.52163,1.43356,0.007855,0.007855,0.007855
132,1519.59,0.95781,0.65757,1.32242,0.96951,0.922,0.94643,0.64457,1.04625,0.51549,1.4637,0.0078385,0.0078385,0.0078385
133,1530.99,0.97246,0.67159,1.33818,0.9739,0.89865,0.94823,0.64181,1.01281,0.51824,1.42125,0.007822,0.007822,0.007822
134,1542.35,0.95982,0.67143,1.3297,0.92867,0.90407,0.93473,0.6233,1.02506,0.51898,1.45148,0.0078055,0.0078055,0.0078055
135,1553.85,0.96785,0.66163,1.33546,0.9252,0.89102,0.91535,0.61847,1.00862,0.52487,1.42534,0.007789,0.007789,0.007789
136,1565.37,0.96304,0.67031,1.33752,0.97997,0.85687,0.93662,0.63172,1.02779,0.53015,1.43354,0.0077725,0.0077725,0.0077725
137,1576.85,0.95135,0.67364,1.32285,0.92547,0.91598,0.93277,0.61697,1.00207,0.52856,1.4336,0.007756,0.007756,0.007756
138,1588.29,0.959,0.66448,1.33391,0.95944,0.90218,0.94464,0.63373,0.99092,0.50815,1.39416,0.0077395,0.0077395,0.0077395
139,1599.81,0.95142,0.65887,1.32845,0.96467,0.90527,0.94306,0.64807,1.01107,0.4923,1.408,0.007723,0.007723,0.007723
140,1611.24,0.94364,0.64993,1.31504,0.96108,0.90904,0.94486,0.6123,0.99869,0.50405,1.42079,0.0077065,0.0077065,0.0077065
141,1622.74,0.94759,0.66856,1.33093,0.95871,0.88041,0.93622,0.63054,1.00146,0.51969,1.40817,0.00769,0.00769,0.00769
142,1634.09,0.93891,0.6597,1.30604,0.94982,0.89911,0.94551,0.63234,0.99971,0.51621,1.40672,0.0076735,0.0076735,0.0076735
143,1645.45,0.94363,0.6484,1.31697,0.91936,0.90142,0.94572,0.62965,1.00744,0.53267,1.40048,0.007657,0.007657,0.007657
144,1656.84,0.94095,0.66409,1.31104,0.93161,0.90367,0.9496,0.64357,1.03313,0.50917,1.42793,0.0076405,0.0076405,0.0076405
145,1668.29,0.94424,0.64951,1.31131,0.93261,0.88854,0.93736,0.63581,0.99753,0.52747,1.40204,0.007624,0.007624,0.007624
146,1679.68,0.94515,0.6511,1.31921,0.95146,0.91021,0.94625,0.64192,0.98261,0.5059,1.397,0.0076075,0.0076075,0.0076075
147,1691.2,0.94395,0.63605,1.32414,0.92853,0.88587,0.93323,0.63462,0.96677,0.52299,1.39218,0.007591,0.007591,0.007591
148,1702.65,0.91863,0.63845,1.29448,0.94249,0.90224,0.92334,0.65103,0.9711,0.49645,1.38512,0.0075745,0.0075745,0.0075745
149,1714.04,0.92096,0.63734,1.29746,0.96854,0.87995,0.9405,0.645,0.97541,0.49963,1.38986,0.007558,0.007558,0.007558
150,1725.43,0.92777,0.63445,1.30443,0.95067,0.89884,0.93661,0.64099,0.98384,0.51203,1.38509,0.0075415,0.0075415,0.0075415
151,1736.95,0.91882,0.6398,1.29514,0.91761,0.92022,0.94533,0.6481,0.99548,0.49762,1.38935,0.007525,0.007525,0.007525
152,1748.45,0.95054,0.65879,1.31946,0.92215,0.90373,0.93174,0.64121,1.00284,0.49823,1.40242,0.0075085,0.0075085,0.0075085
153,1759.94,0.9335,0.63935,1.30512,0.94999,0.9134,0.9463,0.65729,1.01233,0.49636,1.40612,0.007492,0.007492,0.007492
154,1771.37,0.88291,0.60131,1.2726,0.94755,0.91666,0.94788,0.63947,1.00326,0.47339,1.42151,0.0074755,0.0074755,0.0074755
155,1782.85,0.92454,0.62819,1.29386,0.96879,0.88328,0.94933,0.63767,0.99906,0.4942,1.4206,0.007459,0.007459,0.007459
156,1794.28,0.91527,0.63173,1.29161,0.95036,0.87688,0.94227,0.64455,1.00885,0.50383,1.41418,0.0074425,0.0074425,0.0074425
157,1805.74,0.89406,0.62544,1.27524,0.94619,0.90415,0.93608,0.63699,0.9994,0.49877,1.40109,0.007426,0.007426,0.007426
158,1817.23,0.91584,0.62486,1.28318,0.94203,0.91869,0.93543,0.65084,0.97002,0.48656,1.40141,0.0074095,0.0074095,0.0074095
159,1828.68,0.89514,0.6158,1.26993,0.93367,0.89783,0.93772,0.63307,0.99367,0.522,1.42246,0.007393,0.007393,0.007393
160,1840.15,0.89499,0.62213,1.27834,0.96925,0.88602,0.94547,0.65332,0.97994,0.49617,1.38521,0.0073765,0.0073765,0.0073765
161,1851.63,0.91036,0.62824,1.28762,0.97986,0.88688,0.9472,0.64956,0.96806,0.4883,1.38371,0.00736,0.00736,0.00736
162,1863.06,0.90794,0.63617,1.28825,0.91124,0.91319,0.92431,0.63342,1.0022,0.50736,1.40864,0.0073435,0.0073435,0.0073435
163,1874.45,0.89761,0.61705,1.27403,0.96238,0.8915,0.93319,0.64552,0.97715,0.49139,1.37655,0.007327,0.007327,0.007327
164,1885.89,0.89124,0.60553,1.26828,0.94766,0.88936,0.95389,0.645,1.00121,0.47749,1.39536,0.0073105,0.0073105,0.0073105
165,1897.36,0.90825,0.62945,1.28673,0.91446,0.90328,0.93467,0.62634,0.9774,0.48792,1.38367,0.007294,0.007294,0.007294
